State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Jamnagar,Kalawad,"Corriander seed",Other,FAQ,23/04/2025,6275,6800,6375
Gujarat,Jamnagar,Kalawad,Wheat,Other,FAQ,23/04/2025,1500,2910,2480
Gujarat,Junagarh,Visavadar,"Groundnut (Split)",Groundnut(Split),FAQ,23/04/2025,5200,5930,5565
Gujarat,Junagarh,Visavadar,"Isabgul (Psyllium)",Other,FAQ,23/04/2025,8500,10230,9365
Gujarat,Junagarh,Visavadar,"Kulthi(Horse Gram)",Other,FAQ,23/04/2025,4750,5410,5080
Gujarat,Junagarh,Visavadar,Mustard,Mustard,FAQ,23/04/2025,5150,5730,5440
Gujarat,Morbi,Vankaner,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,23/04/2025,4975,5350,5100
Gujarat,Morbi,Vankaner,"Corriander seed",Other,FAQ,23/04/2025,5380,6000,5750
Gujarat,Navsari,Bilimora,Potato,Other,FAQ,23/04/2025,1400,1800,1600
Gujarat,Navsari,Navsari,Brinjal,"Arkasheela Mattigulla",FAQ,23/04/2025,800,2000,1400
Gujarat,Navsari,Navsari,Chikoos(Sapota),Other,Medium,23/04/2025,750,1000,875
Gujarat,Navsari,Navsari,Tomato,Other,FAQ,23/04/2025,500,1200,850
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cabbage,Cabbage,FAQ,23/04/2025,100,800,450
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cauliflower,Cauliflower,FAQ,23/04/2025,500,1800,1150
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,500,2000,1250
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,23/04/2025,2000,10000,6000
Gujarat,Rajkot,Jasdan,"Castor Seed","Castor seed",FAQ,23/04/2025,4500,5755,5500
Gujarat,Rajkot,Jasdan,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,23/04/2025,6900,7750,7350
Gujarat,Rajkot,Jasdan,Maize,Hybrid/Local,FAQ,23/04/2025,1500,2500,2125
Gujarat,Rajkot,Jasdan,Mustard,Mustard,FAQ,23/04/2025,4500,5830,5275
Gujarat,Rajkot,Rajkot,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,23/04/2025,4900,5545,5400
Gujarat,Rajkot,Rajkot,"Corriander seed","Coriander Seed",FAQ,23/04/2025,5500,7550,6700
Gujarat,Rajkot,Rajkot,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,23/04/2025,18505,22070,21055
Gujarat,Rajkot,Rajkot,Garlic,Garlic,FAQ,23/04/2025,4250,8600,6000
Gujarat,Rajkot,Rajkot,Groundnut,Bold,FAQ,23/04/2025,4250,5200,5050
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,23/04/2025,8500,10195,9280
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Cluster beans","Cluster Beans",FAQ,23/04/2025,3500,6000,4750
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Green Chilli","Green Chilly",FAQ,23/04/2025,1000,2000,1500
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Lemon,Lemon,FAQ,23/04/2025,8500,18000,13250
Gujarat,Sabarkantha,Himatnagar,Maize,Yellow,FAQ,23/04/2025,2225,2260,2250
Gujarat,Sabarkantha,Himatnagar,Soyabean,Yellow,Non-FAQ,23/04/2025,4050,4200,4170
Gujarat,Sabarkantha,Himatnagar,Tobacco,Other,FAQ,23/04/2025,6525,11500,8800
Gujarat,Sabarkantha,Modasa,"Castor Seed","Castor seed",FAQ,23/04/2025,5750,6035,6035
Gujarat,Sabarkantha,Modasa,"Kabuli Chana(Chickpeas-White)",Other,FAQ,23/04/2025,5000,10240,10240
Gujarat,Surat,Bardoli(Katod),Brinjal,Other,FAQ,23/04/2025,1250,2150,1750
Gujarat,Surat,Mahuva(Anaval),"Pointed gourd (Parval)",Other,FAQ,23/04/2025,2600,2800,2700
Gujarat,Surat,Vyra,"Bengal Gram(Gram)(Whole)","Average (Whole)",Non-FAQ,23/04/2025,5500,6400,5950
Gujarat,Surendranagar,Chotila,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",Non-FAQ,23/04/2025,6250,6850,6550
Gujarat,Surendranagar,"Dasada Patadi",Ajwan,Ajwan,FAQ,23/04/2025,7000,9500,8750
Gujarat,Surendranagar,Vadhvan,Apple,Apple,Medium,23/04/2025,17500,20000,18750
Gujarat,Surendranagar,Vadhvan,"Banana - Green","Banana - Green",FAQ,23/04/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,3000,4000,3500
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,23/04/2025,500,1000,750
Gujarat,Surendranagar,Vadhvan,Drumstick,Drumstick,FAQ,23/04/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Lemon,Lemon,FAQ,23/04/2025,10500,11000,10750
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,23/04/2025,1500,2500,2000
Gujarat,Surendranagar,Vadhvan,"Onion Green","Onion Green",FAQ,23/04/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Peas Wet","Peas Wet",FAQ,23/04/2025,7500,8500,8000
Gujarat,Surendranagar,Vadhvan,Spinach,Spinach,FAQ,23/04/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Water Melon","Water Melon",Medium,23/04/2025,500,750,625
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,FAQ,23/04/2025,2500,3000,2750
Gujarat,Vadodara(Baroda),Padra,Potato,Other,FAQ,23/04/2025,1400,2000,1700
Gujarat,Valsad,Chikli(Khorgam),Tinda,Other,FAQ,23/04/2025,4500,5000,4750
Haryana,Ambala,Barara,Apple,Apple,Medium,23/04/2025,7000,8000,7000
Haryana,Ambala,Barara,"Green Chilli",Other,FAQ,23/04/2025,1400,1600,1400
Haryana,Ambala,Barara,Mashrooms,Mashrooms,FAQ,23/04/2025,4000,4000,4000
Haryana,Ambala,Barara,Papaya,Other,Medium,23/04/2025,2300,3000,2300
Haryana,Ambala,Barara,Spinach,Other,FAQ,23/04/2025,700,700,700
Haryana,Ambala,Naraingarh,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,200,700,400
Haryana,Ambala,Naraingarh,Cabbage,Other,FAQ,23/04/2025,300,400,370
Haryana,Ambala,Naraingarh,Capsicum,Capsicum,FAQ,23/04/2025,800,1200,1100
Haryana,Ambala,Naraingarh,Chikoos(Sapota),Sapota,Medium,23/04/2025,1500,2500,2000
Haryana,Ambala,Naraingarh,Lemon,Other,FAQ,23/04/2025,7000,13000,9000
Haryana,Ambala,Naraingarh,"Mousambi(Sweet Lime)",Mousambi,Medium,23/04/2025,3500,3800,3600
Haryana,Ambala,Naraingarh,Raddish,Raddish,FAQ,23/04/2025,500,800,800
Haryana,Ambala,Naraingarh,Spinach,Spinach,FAQ,23/04/2025,800,1000,1000
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,23/04/2025,5000,10000,7500
Haryana,Gurgaon,Gurgaon,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1000,1200,1100
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,FAQ,23/04/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,23/04/2025,1000,2000,1500
Haryana,Gurgaon,Pataudi,Mango,Other,Medium,23/04/2025,5000,6000,5500
Haryana,Gurgaon,Sohna,"Long Melon(Kakri)","Long Melon (Kakri)",FAQ,23/04/2025,1000,2000,1500
Haryana,Gurgaon,Sohna,Onion,Onion,FAQ,23/04/2025,1200,1500,1500
Haryana,Hissar,Barwala(Hisar),Banana,Other,Medium,23/04/2025,2000,4000,3000
Haryana,Hissar,Barwala(Hisar),"Bottle gourd",Other,FAQ,23/04/2025,800,1000,900
Haryana,Hissar,Barwala(Hisar),"Leafy Vegetable",Other,FAQ,23/04/2025,1000,1250,1200
Haryana,Hissar,Barwala(Hisar),Onion,Other,FAQ,23/04/2025,800,1000,900
Haryana,Hissar,Barwala(Hisar),Pomegranate,Other,Medium,23/04/2025,9000,10000,10000
Haryana,Hissar,Barwala(Hisar),"Water Melon",Other,Medium,23/04/2025,800,1000,900
Haryana,Hissar,Hansi,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,3000,5000,4000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,23/04/2025,2000,5000,3500
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,23/04/2025,5000,6000,5500
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,23/04/2025,5000,12000,8000
Haryana,Hissar,Hansi,Spinach,Other,FAQ,23/04/2025,1000,1500,1300
Haryana,Kaithal,Dhand,Potato,Other,FAQ,23/04/2025,800,1000,980
Haryana,Kurukshetra,Pehowa,Tomato,Other,Non-FAQ,23/04/2025,1200,1200,1200
Haryana,Mahendragarh-Narnaul,Narnaul,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,500,500,500
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Capsicum,FAQ,23/04/2025,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Chikoos(Sapota),Sapota,Medium,23/04/2025,2000,2500,2500
Haryana,Mewat,FerozpurZirkha(Nagina),Onion,Other,FAQ,23/04/2025,1600,2000,1800
Haryana,Mewat,Punhana,Onion,Other,FAQ,23/04/2025,1500,1500,1500
Haryana,Panipat,Panipat,Apple,Other,Medium,23/04/2025,9000,11000,10000
Haryana,Panipat,Panipat,Chikoos(Sapota),Other,Medium,23/04/2025,4000,4400,4200
Haryana,Panipat,Panipat,Potato,Other,FAQ,23/04/2025,600,1000,800
Haryana,Rewari,Kosli,Tomato,Other,FAQ,23/04/2025,1000,1000,1000
Haryana,Rohtak,Meham,Chikoos(Sapota),Sapota,Medium,23/04/2025,3000,3000,3000
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,23/04/2025,4000,4000,4000
Haryana,Rohtak,Meham,Spinach,Other,FAQ,23/04/2025,600,600,600
Haryana,Sirsa,kalanwali,Wheat,Other,FAQ,23/04/2025,2425,2425,2425
Haryana,Sonipat,Ganaur,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,Brinjal,Brinjal,FAQ,23/04/2025,1500,2000,1800
Haryana,Sonipat,Ganaur,"Green Chilli","Green Chilly",FAQ,23/04/2025,3500,4000,3800
Haryana,Sonipat,Ganaur,"Long Melon(Kakri)",Other,FAQ,23/04/2025,1600,1800,1600
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23/04/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,Tomato,Tomato,FAQ,23/04/2025,600,1200,800
Haryana,Sonipat,Ganaur,"Water Melon","Water Melon",Medium,23/04/2025,1200,1500,1400
Haryana,Sonipat,Gohana,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,3000,4000,3500
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,23/04/2025,1200,3000,2000
Haryana,Sonipat,Gohana,Grapes,Other,Large,23/04/2025,6000,8000,7000
Haryana,Sonipat,Sonepat,Banana,Other,Medium,23/04/2025,3300,3500,3300
Haryana,"Yamuna Nagar",Chhachrauli,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,3000,3000,3000
Haryana,"Yamuna Nagar",Chhachrauli,"Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,2000,2000,2000
Haryana,"Yamuna Nagar",Chhachrauli,Spinach,Spinach,FAQ,23/04/2025,800,800,800
Haryana,"Yamuna Nagar",Mustafabad,Cauliflower,Other,FAQ,23/04/2025,1000,1200,1200
Haryana,"Yamuna Nagar",Mustafabad,Onion,Other,FAQ,23/04/2025,1200,2500,2100
Haryana,"Yamuna Nagar",Mustafabad,Pumpkin,Other,FAQ,23/04/2025,700,800,800
Haryana,"Yamuna Nagar",Mustafabad,Tomato,Other,FAQ,23/04/2025,1200,1500,1400
Haryana,"Yamuna Nagar",Radaur,Brinjal,Other,FAQ,23/04/2025,800,1000,900
Haryana,"Yamuna Nagar",Radaur,Grapes,Other,Medium,23/04/2025,4500,6000,5000
Haryana,"Yamuna Nagar",Radaur,Onion,Other,FAQ,23/04/2025,1200,1500,1400
Haryana,"Yamuna Nagar",Radaur,Pumpkin,Other,FAQ,23/04/2025,800,1000,900
Haryana,"Yamuna Nagar",Sadhaura,Cabbage,Cabbage,FAQ,23/04/2025,300,500,400
Haryana,"Yamuna Nagar",Sadhaura,Capsicum,Capsicum,FAQ,23/04/2025,1800,2200,2000
Haryana,"Yamuna Nagar",Sadhaura,Onion,Onion,FAQ,23/04/2025,1500,2500,2000
Haryana,"Yamuna Nagar",Sadhaura,"Peas Wet","Peas Wet",FAQ,23/04/2025,1200,1600,1400
"Himachal Pradesh",Chamba,Chamba,Cucumbar(Kheera),Other,FAQ,23/04/2025,1300,1500,1400
"Himachal Pradesh",Chamba,Chamba,"French Beans (Frasbean)",Other,FAQ,23/04/2025,4000,5000,4500
"Himachal Pradesh",Chamba,Chamba,Ginger(Green),Other,FAQ,23/04/2025,5500,6000,5750
"Himachal Pradesh",Chamba,Chamba,Grapes,Other,Medium,23/04/2025,5500,6000,5750
"Himachal Pradesh",Chamba,Chamba,Pomegranate,Other,Medium,23/04/2025,10000,12000,11000
"Himachal Pradesh",Chamba,Chamba,Potato,Other,FAQ,23/04/2025,1100,1300,1200
"Himachal Pradesh",Hamirpur,Hamirpur,Apple,Other,Medium,23/04/2025,15000,16000,15500
"Himachal Pradesh",Hamirpur,Hamirpur,Capsicum,Other,FAQ,23/04/2025,2000,2000,2000
"Himachal Pradesh",Hamirpur,Hamirpur,"French Beans (Frasbean)",Other,FAQ,23/04/2025,4500,5000,4800
"Himachal Pradesh",Hamirpur,Hamirpur,Papaya,Other,Medium,23/04/2025,5000,5000,5000
"Himachal Pradesh",Hamirpur,Hamirpur,Pomegranate,Other,Medium,23/04/2025,11000,15000,13000
"Himachal Pradesh",Hamirpur,Hamirpur,"Squash(Chappal Kadoo)",Other,FAQ,23/04/2025,1500,1500,1500
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Karbuja(Musk Melon)",Other,Medium,23/04/2025,2500,3000,2800
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Papaya,Other,Medium,23/04/2025,4500,5000,4800
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Pomegranate,Other,Medium,23/04/2025,12000,14000,13000
"Himachal Pradesh",Kangra,Dharamshala,Banana,Other,Medium,23/04/2025,4500,5000,4750
"Himachal Pradesh",Kangra,Dharamshala,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,3800,4000,3900
"Himachal Pradesh",Kangra,Dharamshala,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1200,1500,1350
"Himachal Pradesh",Kangra,Dharamshala,Cabbage,Other,FAQ,23/04/2025,800,1000,900
"Himachal Pradesh",Kangra,Dharamshala,Carrot,Other,FAQ,23/04/2025,2000,2200,2100
"Himachal Pradesh",Kangra,Dharamshala,Cauliflower,Other,FAQ,23/04/2025,1200,1500,1350
"Himachal Pradesh",Kangra,Dharamshala,"French Beans (Frasbean)",Other,FAQ,23/04/2025,4000,4500,4250
"Himachal Pradesh",Kangra,Dharamshala,Garlic,Other,FAQ,23/04/2025,9000,9500,9250
"Himachal Pradesh",Kangra,Dharamshala,Onion,Other,FAQ,23/04/2025,1900,2300,2100
"Himachal Pradesh",Kangra,Dharamshala,Pomegranate,Other,Medium,23/04/2025,12000,13000,12500
"Himachal Pradesh",Kangra,Kangra,"Bitter gourd",Other,FAQ,23/04/2025,2200,2500,2300
"Himachal Pradesh",Kangra,Kangra,Capsicum,Other,FAQ,23/04/2025,1500,2000,1800
"Himachal Pradesh",Kangra,Kangra,"Green Chilli",Other,FAQ,23/04/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Kangra,Spinach,Other,FAQ,23/04/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,Tomato,Other,FAQ,23/04/2025,2000,2100,2100
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1800,2200,2100
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,3000,3100,3100
"Himachal Pradesh",Kangra,Kangra(Baijnath),Raddish,Other,FAQ,23/04/2025,1700,1800,1800
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Banana,"Banana - Ripe",Medium,23/04/2025,4800,5200,5000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,23/04/2025,1400,1600,1500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,2800,3200,3000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,23/04/2025,12500,13500,13000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Mango,Safeda,Medium,23/04/2025,7200,7500,7300
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Mango,Totapuri,Medium,23/04/2025,6000,6200,6100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,23/04/2025,3400,3600,3500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Peas Wet","Peas Wet",FAQ,23/04/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Water Melon",Other,Medium,23/04/2025,1800,2200,2000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Banana,Amruthapani,Medium,23/04/2025,4000,4600,4300
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bitter gourd","Bitter Gourd",FAQ,23/04/2025,2000,2500,2200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Brinjal,"Arkasheela Mattigulla",FAQ,23/04/2025,1200,1800,1500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cauliflower,"African Sarson",FAQ,23/04/2025,1500,1800,1600
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Guava,Guava,Medium,23/04/2025,7000,8000,7500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Potato,Other,FAQ,23/04/2025,700,1000,800
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pumpkin,Other,FAQ,23/04/2025,700,800,800
"Himachal Pradesh",Kangra,Palampur,Beetroot,Beetroot,FAQ,23/04/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Palampur,"Bitter gourd",Other,FAQ,23/04/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Kangra,Palampur,Pineapple,Other,Medium,23/04/2025,5500,6000,5700
"Himachal Pradesh",Kangra,Palampur,Tinda,Tinda,FAQ,23/04/2025,5000,5200,5100
"Himachal Pradesh",Kullu,Bandrol,Cauliflower,Other,FAQ,23/04/2025,400,600,500
"Himachal Pradesh",Kullu,Bandrol,"Peas Wet",Other,FAQ,23/04/2025,3000,3600,3300
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Cauliflower,Other,FAQ,23/04/2025,1200,2000,1500
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)","Peas Wet",Other,FAQ,23/04/2025,2500,3000,2800
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Raddish,Other,FAQ,23/04/2025,2000,5000,3000
"Himachal Pradesh",Solan,Solan,"Bottle gourd",Other,FAQ,23/04/2025,800,1000,900
"Himachal Pradesh",Solan,Solan,Carrot,Other,FAQ,23/04/2025,1200,2200,2000
"Himachal Pradesh",Solan,Solan,Cucumbar(Kheera),Other,FAQ,23/04/2025,1200,2200,1800
"Himachal Pradesh",Solan,Solan,Ginger(Green),Other,FAQ,23/04/2025,5000,6000,5500
"Himachal Pradesh",Solan,Solan,"Jack Fruit","Jack Fruit",Medium,23/04/2025,6000,7000,7000
"Himachal Pradesh",Solan,Solan,"Peas cod",Other,FAQ,23/04/2025,2000,4800,4500
"Himachal Pradesh",Solan,Solan,Pomegranate,Other,Medium,23/04/2025,8000,12000,9000
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bitter gourd",Other,FAQ,23/04/2025,2500,2800,2700
"Himachal Pradesh",Solan,Solan(Nalagarh),"French Beans (Frasbean)",Other,FAQ,23/04/2025,4000,4500,4200
"Himachal Pradesh",Solan,Solan(Nalagarh),Garlic,Other,FAQ,23/04/2025,7000,8000,7500
"Himachal Pradesh",Solan,Solan(Nalagarh),"Green Chilli",Other,FAQ,23/04/2025,2400,2600,2500
"Himachal Pradesh",Solan,Solan(Nalagarh),Lemon,Other,FAQ,23/04/2025,9000,10000,9500
"Himachal Pradesh",Solan,Solan(Nalagarh),Pomegranate,Other,Medium,23/04/2025,10000,11000,10500
"Jammu and Kashmir",Jammu,Batote,Brinjal,Other,FAQ,23/04/2025,2300,2500,2400
"Jammu and Kashmir",Jammu,Batote,"Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,2500,3000,2750
"Jammu and Kashmir",Jammu,Batote,Tomato,Other,FAQ,23/04/2025,1800,2000,1900
Karnataka,Bangalore,Ramanagara,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,400,600,500
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,23/04/2025,400,800,600
Karnataka,Bangalore,Ramanagara,"Chilly Capsicum","Chilly Capsicum",FAQ,23/04/2025,3500,4800,4000
Karnataka,Bangalore,Ramanagara,Ginger(Green),"Green Ginger",FAQ,23/04/2025,2400,3200,2800
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,FAQ,23/04/2025,1600,2400,2000
Karnataka,Chamrajnagar,"Chamaraj Nagar",Arecanut(Betelnut/Supari),Other,FAQ,23/04/2025,24500,24500,24500
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,600,1200,900
Karnataka,Chamrajnagar,"Chamaraj Nagar",Paddy(Dhan)(Common),"Paddy Medium",FAQ,23/04/2025,0,0,2800
Karnataka,Chamrajnagar,"Chamaraj Nagar",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23/04/2025,1400,1600,1500
Karnataka,Mysore,"Piriya Pattana",Ginger(Green),"Green Ginger",FAQ,23/04/2025,1400,1500,1450
Kerala,Alappuzha,Chengannur,Ashgourd,Other,FAQ,23/04/2025,1800,2100,2000
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,23/04/2025,3000,3300,3200
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,23/04/2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,23/04/2025,2100,2400,2200
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,23/04/2025,2000,2300,2200
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,23/04/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,23/04/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,23/04/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,23/04/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,23/04/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Onion,Big,FAQ,23/04/2025,2200,2600,2200
Kerala,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,23/04/2025,2500,2700,2600
Kerala,Alappuzha,Kayamkulam,Ashgourd,Other,FAQ,23/04/2025,900,1100,1000
Kerala,Alappuzha,Kayamkulam,Pumpkin,Other,FAQ,23/04/2025,900,1100,1000
Kerala,Ernakulam,Aluva,Cabbage,Cabbage,FAQ,23/04/2025,1800,3000,2400
Kerala,Ernakulam,Aluva,Colacasia,Other,FAQ,23/04/2025,6000,7000,6500
Kerala,Ernakulam,Aluva,Drumstick,Drumstick,FAQ,23/04/2025,3500,5000,4300
Kerala,Ernakulam,Aluva,"Green Chilli","Green Chilly",FAQ,23/04/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Pineapple,"Pine Apple",Medium,23/04/2025,5500,6000,5800
Kerala,Ernakulam,Aluva,Potato,Potato,FAQ,23/04/2025,2500,3500,3000
Kerala,Ernakulam,Angamaly,Ginger(Green),"Green Ginger",FAQ,23/04/2025,6000,12000,8000
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,23/04/2025,3200,4000,3500
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,Ernakulam,Amphophalus,Amphophalus,FAQ,23/04/2025,6100,6500,6300
Kerala,Ernakulam,Ernakulam,Tapioca,Tapioca,FAQ,23/04/2025,2300,3000,2600
Kerala,Ernakulam,"Mookkannur  VFPCK",Banana,"Nendra Bale",Large,23/04/2025,5100,6300,5900
Kerala,Ernakulam,"North Paravur","Amla(Nelli Kai)",Amla,FAQ,23/04/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur",Amphophalus,Amphophalus,FAQ,23/04/2025,5300,6000,5500
Kerala,Ernakulam,"North Paravur",Ashgourd,Ashgourd,FAQ,23/04/2025,1400,2000,1800
Kerala,Ernakulam,"North Paravur","Banana - Green","Banana - Green",FAQ,23/04/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur","Green Chilli","Green Chilly",FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur",Snakeguard,Other,FAQ,23/04/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Tapioca,Other,FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur",Tomato,Deshi,FAQ,23/04/2025,1800,2200,2000
Kerala,Ernakulam,Perumbavoor,"Banana - Green","Banana - Green",FAQ,23/04/2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,5000,6000,5500
Kerala,Ernakulam,Perumbavoor,"Field Pea","Field Pea",FAQ,23/04/2025,1700,2700,2000
Kerala,Ernakulam,Perumbavoor,Ginger(Green),"Green Ginger",FAQ,23/04/2025,5400,6400,5800
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,23/04/2025,2300,3300,2700
Kerala,Ernakulam,"Puthenvelikkara  VFPCK","Banana - Green","Banana - Green",FAQ,23/04/2025,6100,6300,6200
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,23/04/2025,4500,6000,4700
Kerala,Kannur,"Chavassery VFPCK","Banana - Green","Banana - Green",FAQ,23/04/2025,6200,6200,6200
Kerala,Kannur,Kannur,"Banana - Green",Other,FAQ,23/04/2025,6000,6200,6100
Kerala,Kannur,Kannur,"Black pepper",Other,FAQ,23/04/2025,70000,72000,71000
Kerala,Kannur,Kannur,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,2400,2600,2500
Kerala,Kannur,Kannur,Onion,Other,FAQ,23/04/2025,2100,2300,2200
