State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,23/04/2025,1900,2000,1950
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1200,1800,1500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Lemon,Lemon,FAQ,23/04/2025,11000,12000,11400
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Onion,Other,FAQ,23/04/2025,1900,2100,2000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Raddish,Other,FAQ,23/04/2025,800,1400,1000
"Himachal Pradesh",Kangra,Palampur,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,3800,4000,3900
"Himachal Pradesh",Kangra,Palampur,Carrot,Carrot,FAQ,23/04/2025,2000,2500,2200
"Himachal Pradesh",Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,23/04/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Grapes,Other,Medium,23/04/2025,7500,8000,7700
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,23/04/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,23/04/2025,12000,13000,12500
"Himachal Pradesh",Kangra,Palampur,Mango,Totapuri,Medium,23/04/2025,5800,6000,5900
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,23/04/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,23/04/2025,900,1100,1000
"Himachal Pradesh",Kangra,Palampur,Spinach,Spinach,FAQ,23/04/2025,2000,2500,2200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Methi(Leaves),Methi,FAQ,23/04/2025,4000,4500,4200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Spinach,Other,FAQ,23/04/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,Colacasia,Other,FAQ,23/04/2025,4800,5000,5000
"Himachal Pradesh",Solan,Solan,"Green Chilli",Other,FAQ,23/04/2025,3000,4000,3500
"Himachal Pradesh",Solan,Solan,Guava,Other,Medium,23/04/2025,5500,6500,6000
"Himachal Pradesh",Solan,Solan,"Water Melon",Other,Medium,23/04/2025,1400,2500,1600
"Himachal Pradesh",Solan,Solan(Nalagarh),Brinjal,Other,FAQ,23/04/2025,1400,1600,1500
"Himachal Pradesh",Solan,Solan(Nalagarh),Onion,Other,FAQ,23/04/2025,1200,1500,1300
"Himachal Pradesh",Solan,Solan(Nalagarh),Papaya,Other,Medium,23/04/2025,4500,4800,4700
"Himachal Pradesh",Solan,Solan(Nalagarh),Potato,Other,FAQ,23/04/2025,500,700,600
"Jammu and Kashmir",Jammu,Batote,Apple,Other,Medium,23/04/2025,8000,10000,9000
"Jammu and Kashmir",Jammu,Batote,Cabbage,Other,FAQ,23/04/2025,1100,1300,1200
"Jammu and Kashmir",Jammu,Batote,Potato,Other,FAQ,23/04/2025,1300,1500,1400
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Banana,Other,Medium,23/04/2025,3800,4000,3900
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,23/04/2025,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,FAQ,23/04/2025,1400,2400,2000
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,FAQ,23/04/2025,1200,2400,2000
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beans,"Beans (Whole)",FAQ,23/04/2025,1500,2500,2000
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cabbage,Cabbage,FAQ,23/04/2025,300,500,400
Karnataka,Chamrajnagar,"Chamaraj Nagar","Green Chilli","Green Chilly",FAQ,23/04/2025,1500,2600,2100
Karnataka,Dharwad,Kalagategi,Maize,Local,FAQ,23/04/2025,2200,2340,2260
Karnataka,Dharwad,Kalagategi,Paddy(Dhan)(Common),Paddy,FAQ,23/04/2025,2300,2300,2300
Karnataka,Mysore,"Piriya Pattana",Paddy(Dhan)(Common),Paddy,FAQ,23/04/2025,2200,2200,2200
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,23/04/2025,5700,6000,5800
Kerala,Alappuzha,Cherthala,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,23/04/2025,4500,4700,4600
Kerala,Alappuzha,Harippad,Banana,"Nendra Bale",Medium,23/04/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,"Bottle gourd",Other,FAQ,23/04/2025,1000,1400,1000
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,23/04/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,23/04/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Green Chilli",Other,FAQ,23/04/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,23/04/2025,4000,4500,4000
Kerala,Alappuzha,Kayamkulam,Banana,"Nendra Bale",Medium,23/04/2025,5500,5700,5600
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,23/04/2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Brinjal,Other,FAQ,23/04/2025,2800,3000,2900
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,23/04/2025,4800,5000,4900
Kerala,Alappuzha,Kayamkulam,Drumstick,Other,FAQ,23/04/2025,3900,4100,4000
Kerala,Alappuzha,Kayamkulam,Onion,Big,FAQ,23/04/2025,1600,1800,1700
Kerala,Alappuzha,Mannar,Ashgourd,Other,FAQ,23/04/2025,1500,1700,1600
Kerala,Alappuzha,Mannar,"Banana - Green",Other,FAQ,23/04/2025,5500,5700,5600
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,"Bitter gourd",Other,FAQ,23/04/2025,5000,5300,5100
Kerala,Alappuzha,Mannar,Brinjal,Other,FAQ,23/04/2025,4000,4300,4100
Kerala,Alappuzha,Mannar,Capsicum,Other,FAQ,23/04/2025,7100,7300,7200
Kerala,Alappuzha,Mannar,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,2000,2300,2100
Kerala,Alappuzha,Mannar,Drumstick,Other,FAQ,23/04/2025,10100,10300,10200
Kerala,Alappuzha,Mannar,Ginger(Green),Other,FAQ,23/04/2025,8000,8200,8100
Kerala,Ernakulam,Aluva,"Banana - Green","Banana - Green",FAQ,23/04/2025,5600,5900,5800
Kerala,Ernakulam,Aluva,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,Aluva,Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,23/04/2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,23/04/2025,2000,4000,3000
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Palayamthodan,Large,23/04/2025,1800,2000,1900
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Poovan,Large,23/04/2025,4800,5000,4900
Kerala,Ernakulam,Angamaly,Ashgourd,Ashgourd,FAQ,23/04/2025,2000,3000,2500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,23/04/2025,3200,5000,4000
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,Palayamthodan,Large,23/04/2025,0,0,2200
Kerala,Ernakulam,"Mookkannur  VFPCK",Banana,Palayamthodan,Large,23/04/2025,1200,2200,1600
Kerala,Ernakulam,"North Paravur","Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur","Black pepper",Garbled,FAQ,23/04/2025,70000,90000,80000
Kerala,Ernakulam,"North Paravur",Brinjal,"Arkasheela Mattigulla",FAQ,23/04/2025,2800,3500,3000
Kerala,Ernakulam,"North Paravur",Cabbage,Cabbage,FAQ,23/04/2025,1800,2200,2000
Kerala,Ernakulam,"North Paravur",Coriander(Leaves),Coriander,FAQ,23/04/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Ginger(Green),"Green Ginger",FAQ,23/04/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Pineapple,Other,Medium,23/04/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur",Pumpkin,Other,FAQ,23/04/2025,1200,1800,1500
Kerala,Ernakulam,"North Paravur",Ridgeguard(Tori),Other,FAQ,23/04/2025,4500,5500,5000
Kerala,Ernakulam,"North Paravur","Sweet Potato","Hosur Green",FAQ,23/04/2025,3500,4500,4000
Kerala,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,23/04/2025,2200,3200,2700
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,23/04/2025,30000,31000,30500
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,23/04/2025,1800,2800,2200
Kerala,Ernakulam,Perumbavoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,23/04/2025,1000,2000,1500
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,23/04/2025,2400,4000,2600
Kerala,Ernakulam,Thrippunithura,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,2400,5000,2600
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,23/04/2025,7000,10000,8000
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,23/04/2025,3600,5000,3800
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,23/04/2025,5500,8000,5700
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,23/04/2025,2000,4000,2200
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,23/04/2025,3000,4000,3200
Kerala,Kannur,Payyannur,"Black pepper",Other,FAQ,23/04/2025,67000,69000,68000
Kerala,Kannur,Taliparamba,Cucumbar(Kheera),Other,FAQ,23/04/2025,2700,2900,2800
Kerala,Kannur,Taliparamba,Potato,Potato,FAQ,23/04/2025,2700,2900,2800
Kerala,Kannur,Thalasserry,Banana,Other,Large,23/04/2025,5800,6100,6000
Kerala,Kannur,Thalasserry,Snakeguard,Other,FAQ,23/04/2025,2800,3200,3000
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,23/04/2025,4000,6000,5000
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,FAQ,23/04/2025,2000,3000,2500
Kerala,Kasargod,Manjeswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,7000,10000,8500
Kerala,Kasargod,Manjeswaram,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1400,2400,1900
Kerala,Kasargod,Manjeswaram,"Little gourd (Kundru)",Other,FAQ,23/04/2025,4500,6000,5250
Kerala,Kasargod,Manjeswaram,Snakeguard,Snakeguard,FAQ,23/04/2025,4000,6000,5000
Kerala,Kasargod,Manjeswaram,"Sweet Potato","Sweet Potato",FAQ,23/04/2025,2500,3500,3000
Kerala,Kasargod,Neeleswaram,"Banana - Green",Other,FAQ,23/04/2025,5200,5600,5400
Kerala,Kasargod,Neeleswaram,"Bitter gourd",Other,FAQ,23/04/2025,6600,7000,6800
Kerala,Kasargod,Neeleswaram,Brinjal,Round/Long,FAQ,23/04/2025,2800,3200,3000
Kerala,Kasargod,Neeleswaram,Coconut,Other,FAQ,23/04/2025,5600,6000,5800
Kerala,Kasargod,Neeleswaram,"Coconut Oil",Other,FAQ,23/04/2025,26500,27500,27000
Kerala,Kollam,Kollam,Banana,"Banana - Ripe",Medium,23/04/2025,6000,6500,6200
Kerala,Kollam,Kollam,Banana,Rasakathai,Medium,23/04/2025,6900,7500,7300
Kerala,Kollam,Kollam,Colacasia,Other,FAQ,23/04/2025,6400,7000,6700
Kerala,Kollam,Kollam,Cowpea(Veg),Other,FAQ,23/04/2025,2600,3000,2800
Kerala,Kollam,Kottarakkara,Banana,"Nendra Bale",Medium,23/04/2025,7000,8000,7500
Kerala,Kollam,Kottarakkara,Banana,Palayamthodan,Medium,23/04/2025,3500,4500,4000
Kerala,Kollam,Kottarakkara,Banana,Robusta,Medium,23/04/2025,4000,5000,4500
Kerala,Kollam,Kottarakkara,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,1500,2600,2000
Kerala,Kottayam,"Mutholy  VFPCK",Banana,Poovan,Medium,23/04/2025,2800,3000,3000
Kerala,Kottayam,"Mutholy  VFPCK",Snakeguard,Snakeguard,FAQ,23/04/2025,2300,2500,2500
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,23/04/2025,3000,4500,3500
Kerala,Kottayam,Pampady,Colacasia,Other,FAQ,23/04/2025,6500,7500,7000
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,23/04/2025,1700,3000,2500
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,7000,8000,7500
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,23/04/2025,3500,4500,4000
Kerala,Kottayam,Pampady,Tapioca,Tapioca,FAQ,23/04/2025,3000,4500,3500
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,23/04/2025,2000,2500,2200
Kerala,Kottayam,Thalayolaparambu,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,2500,3000,2800
Kerala,Kottayam,Thalayolaparambu,Cabbage,Cabbage,FAQ,23/04/2025,3000,3300,3100
Kerala,Kottayam,Thalayolaparambu,Cauliflower,Cauliflower,FAQ,23/04/2025,4000,4500,4200
Kerala,Kottayam,Thalayolaparambu,Mango,Other,Medium,23/04/2025,3000,3400,3200
Kerala,Kottayam,Thalayolaparambu,Onion,Onion,FAQ,23/04/2025,3500,3800,3600
Kerala,Kottayam,Thalayolaparambu,Snakeguard,Snakeguard,FAQ,23/04/2025,3000,3400,3200
Kerala,Kottayam,Thalayolaparambu,Tomato,Tomato,FAQ,23/04/2025,2500,2800,2600
Kerala,Kottayam,"Vayala  VFPCK",Banana,"Nendra Bale",Large,23/04/2025,6500,7000,6500
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,23/04/2025,3200,3600,3400
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,Non-FAQ,23/04/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),"Green Ginger",FAQ,23/04/2025,7000,7500,7200
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,23/04/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,23/04/2025,3400,3600,3500
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,23/04/2025,1700,2000,1800
Kerala,Kozhikode(Calicut),Perambra,Amaranthus,Amaranthus,FAQ,23/04/2025,2500,3500,3000
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,23/04/2025,6200,6800,6500
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,23/04/2025,3000,3500,3300
Kerala,Kozhikode(Calicut),Perambra,"Bitter gourd",Other,FAQ,23/04/2025,5500,6200,5800
Kerala,Kozhikode(Calicut),Perambra,Capsicum,Capsicum,FAQ,23/04/2025,5500,6500,6000
Kerala,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,23/04/2025,2800,3000,2800
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,FAQ,23/04/2025,6500,6800,6600
Kerala,Kozhikode(Calicut),Quilandy,Beetroot,Other,FAQ,23/04/2025,2800,2900,2800
Kerala,Kozhikode(Calicut),Quilandy,Cabbage,Other,FAQ,23/04/2025,1600,1800,1700
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ashgourd,Ashgourd,FAQ,23/04/2025,800,1100,1100
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,23/04/2025,800,1100,1100
Kerala,Malappuram,Perinthalmanna,Ashgourd,Ashgourd,FAQ,23/04/2025,800,1200,1000
Kerala,Malappuram,Perinthalmanna,"Banana - Green","Banana - Green",FAQ,23/04/2025,3000,3500,3200
Kerala,Malappuram,Perinthalmanna,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,3000,3500,3200
Kerala,Malappuram,Perinthalmanna,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1900,2200,2000
Kerala,Malappuram,Perinthalmanna,Cabbage,Cabbage,FAQ,23/04/2025,1300,1800,1400
Kerala,Malappuram,Perinthalmanna,"Green Chilli","Green Chilly",FAQ,23/04/2025,3000,3500,3200
Kerala,Malappuram,Perinthalmanna,Lemon,Other,FAQ,23/04/2025,10000,12000,11000
Kerala,Malappuram,Perinthalmanna,Tomato,Tomato,FAQ,23/04/2025,1200,1600,1400
Kerala,Palakad,Kollengode,Banana,Poovan,Medium,23/04/2025,4000,4400,4200
Kerala,Palakad,Kollengode,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1500,1900,1700
Kerala,Palakad,Kollengode,"Green Chilli","Green Chilly",FAQ,23/04/2025,2500,2900,2700
Kerala,Palakad,Kollengode,Mango,Other,Medium,23/04/2025,2000,2400,2200
Kerala,Palakad,Palakkad,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,23/04/2025,10500,12500,11600
Kerala,Palakad,Palakkad,Banana,Palayamthodan,Medium,23/04/2025,2400,3500,3000
Kerala,Palakad,Palakkad,Beetroot,Beetroot,FAQ,23/04/2025,2000,3000,2600
Kerala,Palakad,Palakkad,"Black Gram (Urd Beans)(Whole)","Black Gram Dal",FAQ,23/04/2025,11000,12500,11800
Kerala,Palakad,Palakkad,Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,3200,4000,3700
Kerala,Palakad,Palakkad,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,5500,6500,6100
Kerala,Palakad,Palakkad,"Kabuli Chana(Chickpeas-White)","Kabuli Chana(Chickpeas-white)",FAQ,23/04/2025,12000,14000,13100
Kerala,Palakad,Palakkad,Pumpkin,Pumpkin,FAQ,23/04/2025,800,2000,1500
Kerala,Palakad,Palakkad,"Sweet Potato","Sweet Potato",FAQ,23/04/2025,2800,3500,3200
Kerala,Palakad,Pattambi,"Cluster beans","Cluster Beans",FAQ,23/04/2025,3500,4000,3800
Kerala,Palakad,Pattambi,Drumstick,Other,FAQ,23/04/2025,5000,6000,5500
Kerala,Palakad,Pattambi,Lemon,Other,FAQ,23/04/2025,7000,8000,7500
Kerala,Palakad,Pattambi,"Little gourd (Kundru)",Other,FAQ,23/04/2025,3000,4000,3500
Kerala,Palakad,Vadakkenchery,Ashgourd,Other,FAQ,23/04/2025,2500,3000,2750
Kerala,Palakad,Vadakkenchery,Banana,Palayamthodan,Medium,23/04/2025,3000,3500,3250
Kerala,Palakad,Vadakkenchery,Brinjal,Other,FAQ,23/04/2025,4000,4500,4250
Kerala,Palakad,Vadakkenchery,Cucumbar(Kheera),Other,FAQ,23/04/2025,4000,4500,4250
Kerala,Palakad,Vadakkenchery,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,5500,6500,6000
Kerala,Palakad,Vadakkenchery,"Green Chilli",Other,FAQ,23/04/2025,6000,8000,7000
Kerala,Palakad,Vadakkenchery,Snakeguard,Other,FAQ,23/04/2025,4500,5000,4750
Kerala,Palakad,Vadakkenchery,Tapioca,Other,FAQ,23/04/2025,3000,3500,3250
Kerala,Pathanamthitta,"Erath  VFPCK",Banana,Palayamthodan,Large,23/04/2025,700,1500,1100
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Large,23/04/2025,2600,3000,2800
Kerala,Thirssur,Chavakkad,Beetroot,Other,FAQ,23/04/2025,2500,3500,3500
Kerala,Thirssur,Chavakkad,"Bitter gourd",Other,FAQ,23/04/2025,7000,8000,8000
Kerala,Thirssur,Chavakkad,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,6000,7000,7000
Kerala,Thirssur,Chavakkad,Pineapple,"Pine Apple",Medium,23/04/2025,5000,7000,7000
Kerala,Thirssur,Chavakkad,Pumpkin,Other,FAQ,23/04/2025,1400,2500,2500
Kerala,Thirssur,Chelakkara,Amaranthus,Other,FAQ,23/04/2025,1800,2000,1900
Kerala,Thirssur,Chelakkara,"Bitter gourd",Other,FAQ,23/04/2025,5000,5500,5200
Kerala,Thirssur,Chelakkara,Brinjal,Other,FAQ,23/04/2025,4000,4500,4200
Kerala,Thirssur,Chelakkara,Cowpea(Veg),Other,FAQ,23/04/2025,4000,4500,4200
Kerala,Thirssur,Chelakkara,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,5000,5500,5200
Kerala,Thirssur,Chelakkara,"Mango (Raw-Ripe)",Other,FAQ,23/04/2025,3000,3500,3200
Kerala,Thirssur,Chelakkara,Pumpkin,Other,FAQ,23/04/2025,2400,2500,2500
Kerala,Thirssur,"Nooluvally  VFPCK",Banana,Robusta,Medium,23/04/2025,2600,2800,2700
Kerala,Thirssur,Thrissur,Ashgourd,Ashgourd,FAQ,23/04/2025,1000,1200,1100
Kerala,Thirssur,Thrissur,Banana,Palayamthodan,Medium,23/04/2025,2800,3000,3000
Kerala,Thirssur,Thrissur,Cauliflower,Cauliflower,FAQ,23/04/2025,3000,3500,3500
Kerala,Thirssur,Thrissur,"Cluster beans","Cluster Beans",FAQ,23/04/2025,5000,5500,5500
Kerala,Thirssur,Thrissur,"Green Chilli","Green Chilly",FAQ,23/04/2025,2800,3000,3000
Kerala,Thirssur,Thrissur,Lemon,Other,FAQ,23/04/2025,8500,8500,8500
Kerala,Thiruvananthapuram,Aralamoodu,Amaranthus,Amaranthus,FAQ,23/04/2025,4000,6000,5000
Kerala,Thiruvananthapuram,Aralamoodu,"Green Chilli","Green Chilly",FAQ,23/04/2025,6000,8000,8000
Kerala,Thiruvananthapuram,Aralamoodu,Lemon,Other,FAQ,23/04/2025,5000,10000,8000
Kerala,Thiruvananthapuram,Aralamoodu,Onion,Onion,Non-FAQ,23/04/2025,2500,3500,3000
Kerala,Thiruvananthapuram,Aralamoodu,Pineapple,Other,Medium,23/04/2025,4000,6000,5000
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK",Banana,Palayamthodan,Large,23/04/2025,1800,2000,1900
Kerala,Thiruvananthapuram,"Kunnathukkal VFPCK",Banana,"Nendra Bale",Large,23/04/2025,5500,5700,5600
Kerala,Thiruvananthapuram,"Kunnathukkal VFPCK",Banana,Robusta,Large,23/04/2025,2400,2600,2500
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,FAQ,23/04/2025,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Banana,"Nendra Bale",Medium,23/04/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Cabbage,Cabbage,FAQ,23/04/2025,1800,2000,1800
Kerala,Thiruvananthapuram,Parassala,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,23/04/2025,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,"Green Chilli","Green Chilly",FAQ,23/04/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,FAQ,23/04/2025,1800,2000,1800
Kerala,Thiruvananthapuram,Parassala,Tomato,Tomato,FAQ,23/04/2025,3000,3500,3000
Kerala,Thiruvananthapuram,Vamanapuram,Ashgourd,Ashgourd,FAQ,23/04/2025,2000,2500,2000
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,23/04/2025,7000,7500,7500
Kerala,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,23/04/2025,3000,3500,3000
Kerala,Thiruvananthapuram,Vamanapuram,Carrot,Other,FAQ,23/04/2025,3000,3500,3000
Kerala,Thiruvananthapuram,Vamanapuram,Coconut,Other,FAQ,23/04/2025,7500,8000,7500
Kerala,Thiruvananthapuram,Vamanapuram,Cucumbar(Kheera),Other,FAQ,23/04/2025,1500,2000,2000
Kerala,Thiruvananthapuram,Vamanapuram,Tomato,Other,Non-FAQ,23/04/2025,2000,2500,2500
Kerala,Wayanad,Pulpally,Banana,Other,Medium,23/04/2025,4400,4600,4500
Kerala,Wayanad,Pulpally,Paddy(Dhan)(Common),Other,FAQ,23/04/2025,2450,2470,2460
"Madhya Pradesh",Badwani,Badwani,"Kabuli Chana(Chickpeas-White)","Dollar Gram",FAQ,23/04/2025,9000,9900,9900
"Madhya Pradesh",Badwani,Badwani(F&V),Cauliflower,Cauliflower,FAQ,23/04/2025,900,900,900
"Madhya Pradesh",Badwani,Badwani(F&V),"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,23/04/2025,1200,1200,1200
"Madhya Pradesh",Badwani,Khetia,"Green Gram Dal (Moong Dal)","Green gram",FAQ,23/04/2025,7500,7500,7500
"Madhya Pradesh",Bhopal,Berasia,Wheat,Local,FAQ,23/04/2025,2530,2530,2530
"Madhya Pradesh",Bhopal,Bhopal,Garlic,Garlic,FAQ,23/04/2025,2800,8600,8600
"Madhya Pradesh",Chhatarpur,Bijawar,Wheat,"Mill Quality",Non-FAQ,23/04/2025,2600,2601,2601
"Madhya Pradesh",Datia,Datia,Wheat,"Mill Quality",Non-FAQ,23/04/2025,2400,2400,2400
"Madhya Pradesh",Dewas,Dewas,Wheat,Wheat,FAQ,23/04/2025,2436,2588,2588
"Madhya Pradesh",Dewas,Sonkatch,Wheat,Wheat,FAQ,23/04/2025,2486,2521,2521
"Madhya Pradesh",Dhar,Dhamnod,Maize,Local,FAQ,23/04/2025,1550,2000,2000
"Madhya Pradesh",Dhar,Dhamnod,Maize,Yellow,Non-FAQ,23/04/2025,1650,1650,1650
"Madhya Pradesh",Dhar,Dhar,Wheat,Wheat,FAQ,23/04/2025,2408,2540,2530
"Madhya Pradesh",Dhar,Manawar(F&V),"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,1800,2000,1900
"Madhya Pradesh",Dhar,Manawar(F&V),Pumpkin,Pumpkin,FAQ,23/04/2025,700,900,800
"Madhya Pradesh",Dhar,Manawar(F&V),Spinach,Spinach,FAQ,23/04/2025,1000,1200,1100
"Madhya Pradesh",Dhar,Manawar(F&V),Tomato,Tomato,Non-FAQ,23/04/2025,450,650,550
"Madhya Pradesh",Guna,Guna,"Bengal Gram(Gram)(Whole)",Gram,FAQ,23/04/2025,5500,5500,5500
"Madhya Pradesh",Guna,Guna,Wheat,Wheat,FAQ,23/04/2025,2590,3160,3160
"Madhya Pradesh",Harda,Sirali(F&V),Brinjal,Brinjal,FAQ,23/04/2025,1000,1000,1000
"Madhya Pradesh",Harda,Sirali(F&V),"Sponge gourd","Sponge gourd",FAQ,23/04/2025,4000,4000,4000
"Madhya Pradesh",Hoshangabad,Babai,Wheat,"Mill Quality",Non-FAQ,23/04/2025,2603,2605,2605
"Madhya Pradesh",Hoshangabad,Pipariya(F&V),"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,1200,1800,1500
